county,year,estimate,start_age
Alleghany,2017,5004,1
Anson,2017,7548,1
Ashe,2017,5124,1
Avery,2017,6780,1
Beaufort,2017,7176,1
Bertie,2017,6612,1
Bladen,2017,6708,1
Brunswick,2017,7608,1
Buncombe,2017,10260,1
Burke,2017,6408,1
Cabarrus,2017,8928,1
Caldwell,2017,6816,1
Camden,2017,7236,1
Carteret,2017,8124,1
Caswell,2017,6840,1
Catawba,2017,7668,1
Chatham,2017,7872,1
Cherokee,2017,6096,1
Chowan,2017,5724,1
Clay,2017,5700,1
Cleveland,2017,6768,1
Columbus,2017,6444,1
Craven,2017,8268,1
Cumberland,2017,9840,1
Currituck,2017,6696,1
Dare,2017,8472,1
Davidson,2017,7236,1
Davie,2017,7896,1
Duplin,2017,6252,1
Durham,2017,9840,1
Edgecombe,2017,7356,1
Forsyth,2017,8832,1
Franklin,2017,7644,1
Gaston,2017,7512,1
Gates,2017,6396,1
Graham,2017,6216,1
Granville,2017,7560,1
Greene,2017,5820,1
Guilford,2017,10164,1
Halifax,2017,6720,1
Harnett,2017,9096,1
Haywood,2017,5964,1
Henderson,2017,7764,1
Hertford,2017,5580,1
Hoke,2017,8724,1
Hyde,2017,8880,1
Iredell,2017,8184,1
Jackson,2017,6744,1
Johnston,2017,8916,1
Jones,2017,6432,1
Lee,2017,6744,1
Lenoir,2017,6960,1
Lincoln,2017,7080,1
Macon,2017,6012,1
Madison,2017,6336,1
Martin,2017,5832,1
McDowell,2017,6192,1
Mecklenburg,2017,8820,1
Mitchell,2017,5784,1
Montgomery,2017,6420,1
Moore,2017,7200,1
Nash,2017,8676,1
New Hanover,2017,8496,1
Northampton,2017,7368,1
Onslow,2017,8088,1
Orange,2017,12360,1
Pamlico,2017,5832,1
Pasquotank,2017,6852,1
Pender,2017,7512,1
Perquimans,2017,5748,1
Person,2017,8472,1
Pitt,2017,8268,1
Polk,2017,7056,1
Randolph,2017,6408,1
Richmond,2017,5544,1
Robeson,2017,7308,1
Rockingham,2017,6360,1
Rowan,2017,7188,1
Rutherford,2017,5964,1
Sampson,2017,6732,1
Scotland,2017,6912,1
Stanly,2017,7116,1
Stokes,2017,7212,1
Surry,2017,6540,1
Swain,2017,5628,1
Transylvania,2017,7044,1
Tyrrell,2017,5004,1
Union,2017,9228,1
Vance,2017,7164,1
Wake,2017,9792,1
Warren,2017,6084,1
Washington,2017,6696,1
Watauga,2017,7968,1
Wayne,2017,7212,1
Wilkes,2017,7020,1
Wilson,2017,6624,1
Yadkin,2017,6480,1
Yancey,2017,5520,1
Alamance,2017,8040,2
Alexander,2017,5508,2
Alleghany,2017,4788,2
Anson,2017,7212,2
Ashe,2017,5016,2
Avery,2017,6480,2
Beaufort,2017,6780,2
Bertie,2017,5424,2
Bladen,2017,5532,2
Brunswick,2017,6960,2
Buncombe,2017,9444,2
Burke,2017,6516,2
Cabarrus,2017,7680,2
Caldwell,2017,6660,2
Camden,2017,6900,2
Carteret,2017,7596,2
Caswell,2017,6612,2
Catawba,2017,7260,2
Chatham,2017,6996,2
Cherokee,2017,5940,2
Chowan,2017,5424,2
Clay,2017,5568,2
Cleveland,2017,6276,2
Columbus,2017,6876,2
Craven,2017,7680,2
Cumberland,2017,9276,2
Currituck,2017,6396,2
Dare,2017,8160,2
Davidson,2017,6492,2
Davie,2017,7644,2
Duplin,2017,5784,2
Durham,2017,9600,2
Edgecombe,2017,7068,2
Forsyth,2017,8868,2
Franklin,2017,7260,2
Gaston,2017,7164,2
Gates,2017,6108,2
Graham,2017,5952,2
Granville,2017,6912,2
Greene,2017,6048,2
Guilford,2017,9360,2
Halifax,2017,6288,2
Harnett,2017,9012,2
Haywood,2017,5964,2
Henderson,2017,7320,2
Hertford,2017,5568,2
Hoke,2017,10584,2
Hyde,2017,8580,2
Iredell,2017,8148,2
Jackson,2017,6084,2
Johnston,2017,8292,2
Jones,2017,6264,2
Lee,2017,6312,2
Lenoir,2017,6540,2
Lincoln,2017,7452,2
Macon,2017,5484,2
Madison,2017,6168,2
Martin,2017,6084,2
McDowell,2017,5988,2
Mecklenburg,2017,8904,2
Mitchell,2017,5676,2
Montgomery,2017,5820,2
Moore,2017,6780,2
Nash,2017,8352,2
New Hanover,2017,8052,2
Northampton,2017,7020,2
Onslow,2017,7752,2
Orange,2017,11688,2
Pamlico,2017,6660,2
Pasquotank,2017,6876,2
Pender,2017,6624,2
Perquimans,2017,5604,2
Person,2017,7944,2
Pitt,2017,7968,2
Polk,2017,6732,2
Randolph,2017,5976,2
Richmond,2017,5172,2
Robeson,2017,6900,2
Rockingham,2017,6096,2
Rowan,2017,6924,2
Rutherford,2017,5736,2
Sampson,2017,6960,2
Scotland,2017,6504,2
Stanly,2017,6780,2
Stokes,2017,6852,2
Surry,2017,6288,2
Swain,2017,5700,2
Transylvania,2017,6816,2
Tyrrell,2017,4860,2
Union,2017,9e3,2
Vance,2017,6804,2
Wake,2017,9672,2
Warren,2017,5664,2
Washington,2017,6408,2
Watauga,2017,6912,2
Wayne,2017,6792,2
Wilkes,2017,6516,2
Wilson,2017,6288,2
Yadkin,2017,5580,2
Yancey,2017,5520,2
Alamance,2017,7500,3
Alexander,2017,5880,3
Alleghany,2017,4488,3
Anson,2017,6924,3
Ashe,2017,4884,3
Avery,2017,6156,3
Beaufort,2017,6588,3
Bertie,2017,5196,3
Bladen,2017,5424,3
Brunswick,2017,6684,3
Buncombe,2017,9588,3
Burke,2017,6156,3
Cabarrus,2017,8184,3
Caldwell,2017,6396,3
Camden,2017,6552,3
Carteret,2017,6564,3
Caswell,2017,6264,3
Catawba,2017,6588,3
Chatham,2017,6552,3
Cherokee,2017,5676,3
Chowan,2017,5172,3
Clay,2017,5280,3
Cleveland,2017,5796,3
Columbus,2017,6168,3
Craven,2017,7344,3
Cumberland,2017,7368,3
Currituck,2017,7008,3
Dare,2017,7920,3
Davidson,2017,6312,3
Davie,2017,7296,3
Duplin,2017,5568,3
Durham,2017,8520,3
Edgecombe,2017,6924,3
Forsyth,2017,8556,3
Franklin,2017,6924,3
Gaston,2017,7356,3
Gates,2017,5892,3
Graham,2017,5820,3
Granville,2017,6624,3
Greene,2017,6060,3
Guilford,2017,8904,3
Halifax,2017,6312,3
Harnett,2017,8748,3
Haywood,2017,5388,3
Henderson,2017,7344,3
Hertford,2017,4980,3
Hoke,2017,10440,3
Hyde,2017,8148,3
Iredell,2017,7212,3
Jackson,2017,6624,3
Johnston,2017,7968,3
Jones,2017,5940,3
Lee,2017,6300,3
Lenoir,2017,6336,3
Lincoln,2017,6648,3
Macon,2017,5184,3
Madison,2017,5856,3
Martin,2017,6132,3
McDowell,2017,5964,3
Mecklenburg,2017,8340,3
Mitchell,2017,5436,3
Montgomery,2017,6540,3
Moore,2017,6588,3
Nash,2017,7860,3
New Hanover,2017,7896,3
Northampton,2017,6636,3
Onslow,2017,7692,3
Orange,2017,10752,3
Pamlico,2017,5340,3
Pasquotank,2017,5952,3
Pender,2017,6168,3
Perquimans,2017,5352,3
Person,2017,7788,3
Pitt,2017,7476,3
Polk,2017,6384,3
Randolph,2017,6024,3
Richmond,2017,5076,3
Robeson,2017,6720,3
Rockingham,2017,5880,3
Rowan,2017,6816,3
Rutherford,2017,5376,3
Sampson,2017,6600,3
Scotland,2017,6324,3
Stanly,2017,6816,3
Stokes,2017,6600,3
Surry,2017,6672,3
Swain,2017,5448,3
Transylvania,2017,6564,3
Tyrrell,2017,4620,3
Union,2017,8016,3
Vance,2017,6552,3
Wake,2017,9240,3
Warren,2017,5436,3
Washington,2017,6120,3
Watauga,2017,7284,3
Wayne,2017,6624,3
Wilkes,2017,6768,3
Wilson,2017,6024,3
Yadkin,2017,5664,3
Yancey,2017,5124,3
Alamance,2017,6720,6
Alexander,2017,4836,6
Alleghany,2017,4500,6
Anson,2017,5184,6
Ashe,2017,5268,6
Avery,2017,4956,6
Beaufort,2017,5232,6
Bertie,2017,5196,6
Bladen,2017,4956,6
Brunswick,2017,4968,6
Buncombe,2017,5856,6
Burke,2017,4704,6
Cabarrus,2017,5580,6
Caldwell,2017,4728,6
Camden,2017,4800,6
Carteret,2017,5016,6
Caswell,2017,5064,6
Catawba,2017,5568,6
Chatham,2017,5424,6
Cherokee,2017,4524,6
Chowan,2017,4560,6
Clay,2017,4656,6
Cleveland,2017,5376,6
Columbus,2017,4752,6
Craven,2017,6576,6
Cumberland,2017,6264,6
Currituck,2017,6e3,6
Dare,2017,7260,6
Davidson,2017,5940,6
Davie,2017,5820,6
Duplin,2017,6072,6
Durham,2017,6600,6
Edgecombe,2017,5592,6
Forsyth,2017,5496,6
Franklin,2017,5364,6
Gaston,2017,5844,6
Gates,2017,5736,6
Graham,2017,4680,6
Granville,2017,5436,6
Greene,2017,5016,6
Guilford,2017,6348,6
Halifax,2017,5076,6
Harnett,2017,6972,6
Haywood,2017,4632,6
Henderson,2017,4812,6
Hertford,2017,4500,6
Hoke,2017,6648,6
Hyde,2017,6696,6
Iredell,2017,5184,6
Jackson,2017,6348,6
Johnston,2017,5328,6
Jones,2017,4824,6
Lee,2017,5544,6
Lenoir,2017,4752,6
Lincoln,2017,4932,6
Macon,2017,4632,6
Madison,2017,5160,6
Martin,2017,6348,6
McDowell,2017,5172,6
Mecklenburg,2017,6168,6
Mitchell,2017,4620,6
Montgomery,2017,5916,6
Moore,2017,4764,6
Nash,2017,5640,6
New Hanover,2017,5532,6
Northampton,2017,5616,6
Onslow,2017,6360,6
Orange,2017,7428,6
Pamlico,2017,4596,6
Pasquotank,2017,4644,6
Pender,2017,5436,6
Perquimans,2017,4500,6
Person,2017,6480,6
Pitt,2017,6504,6
Polk,2017,5388,6
Randolph,2017,5832,6
Richmond,2017,4560,6
Robeson,2017,6360,6
Rockingham,2017,5184,6
Rowan,2017,5280,6
Rutherford,2017,5460,6
Sampson,2017,5460,6
Scotland,2017,4956,6
Stanly,2017,5052,6
Stokes,2017,5520,6
Surry,2017,5748,6
Swain,2017,4836,6
Transylvania,2017,5220,6
Tyrrell,2017,4500,6
Union,2017,5604,6
Vance,2017,5748,6
Wake,2017,7068,6
Warren,2017,4584,6
Washington,2017,4896,6
Watauga,2017,4944,6
Wayne,2017,5148,6
Wilkes,2017,5640,6
Wilson,2017,4836,6
Yadkin,2017,4980,6
Yancey,2017,4500,6
Alamance,2018,8760,0
Alexander,2018,5784,0
Alleghany,2018,5196,0
Anson,2018,8100,0
Ashe,2018,5388,0
Avery,2018,7008,0
Beaufort,2018,7512,0
Bertie,2018,6780,0
Bladen,2018,6240,0
Brunswick,2018,7128,0
Buncombe,2018,10524,0
Burke,2018,7272,0
Cabarrus,2018,8940,0
Caldwell,2018,7296,0
Camden,2018,7680,0
Carteret,2018,8100,0
Caswell,2018,7152,0
Catawba,2018,7524,0
Chatham,2018,7644,0
Cherokee,2018,6408,0
Chowan,2018,6024,0
Clay,2018,5988,0
Cleveland,2018,6960,0
Columbus,2018,6912,0
Craven,2018,8496,0
Cumberland,2018,11388,0
Currituck,2018,6948,0
Dare,2018,9036,0
Davidson,2018,7356,0
Davie,2018,8292,0
Duplin,2018,6708,0
Durham,2018,10800,0
Edgecombe,2018,7800,0
Forsyth,2018,9276,0
Franklin,2018,8100,0
Gaston,2018,7920,0
Gates,2018,6792,0
Graham,2018,6504,0
Granville,2018,7788,0
Greene,2018,6612,0
Guilford,2018,9780,0
Halifax,2018,7152,0
Harnett,2018,10152,0
Haywood,2018,6204,0
Henderson,2018,8760,0
Hertford,2018,5988,0
Hoke,2018,9264,0
Hyde,2018,9336,0
Iredell,2018,8796,0
Jackson,2018,6612,0
Johnston,2018,12108,0
Jones,2018,6768,0
Lee,2018,7176,0
Lenoir,2018,7296,0
Lincoln,2018,7848,0
Macon,2018,6276,0
Madison,2018,6660,0
Martin,2018,6108,0
McDowell,2018,6336,0
Mecklenburg,2018,9144,0
Mitchell,2018,6108,0
Montgomery,2018,6468,0
Moore,2018,7752,0
Nash,2018,8532,0
New Hanover,2018,8808,0
Northampton,2018,7764,0
Onslow,2018,8496,0
Orange,2018,12060,0
Pamlico,2018,6180,0
Pasquotank,2018,7188,0
Pender,2018,7728,0
Perquimans,2018,6024,0
Person,2018,8856,0
Pitt,2018,8616,0
Polk,2018,7440,0
Randolph,2018,6840,0
Richmond,2018,5904,0
Robeson,2018,7716,0
Rockingham,2018,6720,0
Rowan,2018,7608,0
Rutherford,2018,6336,0
Sampson,2018,7572,0
Scotland,2018,7284,0
Stanly,2018,7308,0
Stokes,2018,7620,0
Surry,2018,6876,0
Swain,2018,5832,0
Transylvania,2018,7416,0
Tyrrell,2018,5220,0
Union,2018,9144,0
Vance,2018,7644,0
Wake,2018,10680,0
Warren,2018,6672,0
Washington,2018,7080,0
Watauga,2018,7248,0
Wayne,2018,7524,0
Wilkes,2018,7392,0
Wilson,2018,6972,0
Yadkin,2018,5964,0
Yancey,2018,5808,0
Alamance,2018,8448,1
Alexander,2018,5664,1
Alleghany,2018,5112,1
Anson,2018,7716,1
Ashe,2018,5232,1
Avery,2018,6924,1
Beaufort,2018,7332,1
Bertie,2018,6756,1
Bladen,2018,6852,1
Brunswick,2018,7776,1
Buncombe,2018,10488,1
Burke,2018,6552,1
Cabarrus,2018,9120,1
Caldwell,2018,6972,1
Camden,2018,7392,1
Carteret,2018,8304,1
Caswell,2018,6996,1
Catawba,2018,7836,1
Chatham,2018,8040,1
Cherokee,2018,6228,1
Chowan,2018,5844,1
Clay,2018,5820,1
Cleveland,2018,6912,1
Columbus,2018,6588,1
Craven,2018,8448,1
Cumberland,2018,10056,1
Currituck,2018,6840,1
Dare,2018,8664,1
Davidson,2018,7392,1
Davie,2018,8064,1
Duplin,2018,6384,1
Durham,2018,10056,1
Edgecombe,2018,7512,1
Forsyth,2018,9024,1
Franklin,2018,7812,1
Gaston,2018,7680,1
Gates,2018,6540,1
Graham,2018,6348,1
Granville,2018,7728,1
Greene,2018,5952,1
Guilford,2018,10392,1
Halifax,2018,6864,1
Harnett,2018,9300,1
Haywood,2018,6096,1
Henderson,2018,7932,1
Hertford,2018,5700,1
Hoke,2018,8916,1
Hyde,2018,9072,1
Iredell,2018,8364,1
Jackson,2018,6888,1
Johnston,2018,9108,1
Jones,2018,6576,1
Lee,2018,6888,1
Lenoir,2018,7116,1
Lincoln,2018,7236,1
Macon,2018,6144,1
Madison,2018,6480,1
Martin,2018,5964,1
McDowell,2018,6324,1
Mecklenburg,2018,9012,1
Mitchell,2018,5916,1
Montgomery,2018,6564,1
Moore,2018,7356,1
Nash,2018,8868,1
New Hanover,2018,8688,1
Northampton,2018,7536,1
Onslow,2018,8268,1
Orange,2018,12636,1
Pamlico,2018,5964,1
Pasquotank,2018,7008,1
Pender,2018,7680,1
Perquimans,2018,5880,1
Person,2018,8664,1
Pitt,2018,8448,1
Polk,2018,7212,1
Randolph,2018,6552,1
Richmond,2018,5664,1
Robeson,2018,7464,1
Rockingham,2018,6504,1
Rowan,2018,7344,1
Rutherford,2018,6096,1
Sampson,2018,6876,1
Scotland,2018,7068,1
Stanly,2018,7272,1
Stokes,2018,7368,1
Surry,2018,6684,1
Swain,2018,5748,1
Transylvania,2018,7200,1
Tyrrell,2018,5112,1
Union,2018,9432,1
Vance,2018,7320,1
Wake,2018,10008,1
Warren,2018,6216,1
Washington,2018,6840,1
Watauga,2018,8148,1
Wayne,2018,7368,1
Wilkes,2018,7176,1
Wilson,2018,6768,1
Yadkin,2018,6624,1
Yancey,2018,5640,1
Alamance,2018,8220,2
Alexander,2018,5628,2
Alleghany,2018,4896,2
Anson,2018,7368,2
Ashe,2018,5124,2
Avery,2018,6624,2
Beaufort,2018,6924,2
Bertie,2018,5544,2
Bladen,2018,5652,2
Brunswick,2018,7116,2
Buncombe,2018,9648,2
Burke,2018,6660,2
Cabarrus,2018,7848,2
Caldwell,2018,6804,2
Camden,2018,7056,2
Carteret,2018,7764,2
Caswell,2018,6756,2
Catawba,2018,7416,2
Chatham,2018,7152,2
Cherokee,2018,6072,2
Chowan,2018,5544,2
Clay,2018,5688,2
Cleveland,2018,6420,2
Columbus,2018,7032,2
Craven,2018,7848,2
Cumberland,2018,9480,2
Currituck,2018,6540,2
Dare,2018,8340,2
Davidson,2018,6636,2
Davie,2018,7812,2
Duplin,2018,5916,2
Durham,2018,9816,2
Edgecombe,2018,7224,2
Forsyth,2018,9060,2
Franklin,2018,7416,2
Gaston,2018,7320,2
Gates,2018,6240,2
Graham,2018,6084,2
Granville,2018,7068,2
Greene,2018,6180,2
Guilford,2018,9564,2
Halifax,2018,6432,2
Harnett,2018,9216,2
Haywood,2018,6096,2
Henderson,2018,7476,2
Hertford,2018,5688,2
Hoke,2018,10812,2
Hyde,2018,8772,2
Iredell,2018,8328,2
Jackson,2018,6216,2
Johnston,2018,8472,2
Jones,2018,6396,2
Lee,2018,6456,2
Lenoir,2018,6684,2
Lincoln,2018,7620,2
Macon,2018,5604,2
Madison,2018,6300,2
Martin,2018,6216,2
McDowell,2018,6120,2
Mecklenburg,2018,9096,2
Mitchell,2018,5796,2
Montgomery,2018,5952,2
Moore,2018,6924,2
Nash,2018,8532,2
New Hanover,2018,8232,2
Northampton,2018,7176,2
Onslow,2018,7920,2
Orange,2018,11940,2
Pamlico,2018,6804,2
Pasquotank,2018,7032,2
Pender,2018,6768,2
Perquimans,2018,5724,2
Person,2018,8124,2
Pitt,2018,8148,2
Polk,2018,6876,2
Randolph,2018,6108,2
Richmond,2018,5292,2
Robeson,2018,7056,2
Rockingham,2018,6228,2
Rowan,2018,7080,2
Rutherford,2018,5868,2
Sampson,2018,7116,2
Scotland,2018,6648,2
Stanly,2018,6924,2
Stokes,2018,7008,2
Surry,2018,6432,2
Swain,2018,5820,2
Transylvania,2018,6972,2
Tyrrell,2018,4968,2
Union,2018,9204,2
Vance,2018,6948,2
Wake,2018,9888,2
Warren,2018,5784,2
Washington,2018,6552,2
Watauga,2018,7068,2
Wayne,2018,6936,2
Wilkes,2018,6660,2
Wilson,2018,6432,2
Yadkin,2018,5700,2
Yancey,2018,5640,2
Alamance,2018,7668,3
Alexander,2018,6012,3
Alleghany,2018,4584,3
Anson,2018,7080,3
Ashe,2018,4992,3
Avery,2018,6288,3
Beaufort,2018,6732,3
Bertie,2018,5316,3
Bladen,2018,5544,3
Brunswick,2018,6828,3
Buncombe,2018,9804,3
Burke,2018,6288,3
Cabarrus,2018,8364,3
Caldwell,2018,6540,3
Camden,2018,6696,3
Carteret,2018,6708,3
Caswell,2018,6408,3
Catawba,2018,6732,3
Chatham,2018,6696,3
Cherokee,2018,5796,3
Chowan,2018,5292,3
Clay,2018,5400,3
Cleveland,2018,5928,3
Columbus,2018,6300,3
Craven,2018,7500,3
Cumberland,2018,7536,3
Currituck,2018,7164,3
Dare,2018,8100,3
Davidson,2018,6456,3
Davie,2018,7452,3
Duplin,2018,5688,3
Durham,2018,8712,3
Edgecombe,2018,7080,3
Forsyth,2018,8748,3
Franklin,2018,7080,3
Gaston,2018,7524,3
Gates,2018,6024,3
Graham,2018,5952,3
Granville,2018,6768,3
Greene,2018,6192,3
Guilford,2018,9096,3
Halifax,2018,6456,3
Harnett,2018,8940,3
Haywood,2018,5508,3
Henderson,2018,7500,3
Hertford,2018,5088,3
Hoke,2018,10668,3
Hyde,2018,8328,3
Iredell,2018,7368,3
Jackson,2018,6768,3
Johnston,2018,8148,3
Jones,2018,6072,3
Lee,2018,6444,3
Lenoir,2018,6480,3
Lincoln,2018,6792,3
Macon,2018,5304,3
Madison,2018,5988,3
Martin,2018,6264,3
McDowell,2018,6096,3
Mecklenburg,2018,8520,3
Mitchell,2018,5556,3
Montgomery,2018,6684,3
Moore,2018,6732,3
Nash,2018,8028,3
New Hanover,2018,8064,3
Northampton,2018,6780,3
Onslow,2018,7860,3
Orange,2018,10992,3
Pamlico,2018,5460,3
Pasquotank,2018,6084,3
Pender,2018,6300,3
Perquimans,2018,5472,3
Person,2018,7956,3
Pitt,2018,7644,3
Polk,2018,6528,3
Randolph,2018,6156,3
Richmond,2018,5184,3
Robeson,2018,6864,3
Rockingham,2018,6012,3
Rowan,2018,6972,3
Rutherford,2018,5496,3
Sampson,2018,6744,3
Scotland,2018,6468,3
Stanly,2018,6972,3
Stokes,2018,6744,3
Surry,2018,6816,3
Swain,2018,5568,3
Transylvania,2018,6708,3
Tyrrell,2018,4716,3
Union,2018,8196,3
Vance,2018,6696,3
Wake,2018,9444,3
Warren,2018,5556,3
Washington,2018,6252,3
Watauga,2018,7440,3
Wayne,2018,6768,3
Wilkes,2018,6912,3
Wilson,2018,6156,3
Yadkin,2018,5784,3
Yancey,2018,5232,3
Alamance,2018,6864,6
Alexander,2018,4944,6
Alleghany,2018,4596,6
Anson,2018,5304,6
Ashe,2018,5388,6
Avery,2018,5064,6
Beaufort,2018,5352,6
Bertie,2018,5316,6
Bladen,2018,5064,6
Brunswick,2018,5076,6
Buncombe,2018,5988,6
Burke,2018,4812,6
Cabarrus,2018,5700,6
Caldwell,2018,4836,6
Camden,2018,4908,6
Carteret,2018,5124,6
Caswell,2018,5172,6
Catawba,2018,5688,6
Chatham,2018,5544,6
Cherokee,2018,4620,6
Chowan,2018,4656,6
Clay,2018,4764,6
Cleveland,2018,5496,6
Columbus,2018,4860,6
Craven,2018,6720,6
Cumberland,2018,6408,6
Currituck,2018,6132,6
Dare,2018,7416,6
Davidson,2018,6072,6
Davie,2018,5952,6
Duplin,2018,6204,6
Durham,2018,6744,6
Edgecombe,2018,5712,6
Forsyth,2018,5616,6
Franklin,2018,5484,6
Gaston,2018,5976,6
Gates,2018,5868,6
Graham,2018,4788,6
Granville,2018,5556,6
Greene,2018,5124,6
Guilford,2018,6492,6
Halifax,2018,5184,6
Harnett,2018,7128,6
Haywood,2018,4740,6
Henderson,2018,4920,6
Hertford,2018,4596,6
Hoke,2018,6792,6
Hyde,2018,6840,6
Iredell,2018,5304,6
Jackson,2018,6492,6
Johnston,2018,5448,6
Jones,2018,4932,6
Lee,2018,5664,6
Lenoir,2018,4860,6
Lincoln,2018,5040,6
Macon,2018,4728,6
Madison,2018,5268,6
Martin,2018,6492,6
McDowell,2018,5280,6
Mecklenburg,2018,6300,6
Mitchell,2018,4716,6
Montgomery,2018,6048,6
Moore,2018,4872,6
Nash,2018,5760,6
New Hanover,2018,5652,6
Northampton,2018,5736,6
Onslow,2018,6504,6
Orange,2018,7596,6
Pamlico,2018,4692,6
Pasquotank,2018,4752,6
Pender,2018,5556,6
Perquimans,2018,4596,6
Person,2018,6624,6
Pitt,2018,6648,6
Polk,2018,5508,6
Randolph,2018,5964,6
Richmond,2018,4656,6
Robeson,2018,6504,6
Rockingham,2018,5304,6
Rowan,2018,5400,6
Rutherford,2018,5580,6
Sampson,2018,5580,6
Scotland,2018,5064,6
Stanly,2018,5160,6
Stokes,2018,5640,6
Surry,2018,5880,6
Swain,2018,4944,6
Transylvania,2018,5340,6
Tyrrell,2018,4596,6
Union,2018,5724,6
Vance,2018,5880,6
Wake,2018,7224,6
Warren,2018,4680,6
Washington,2018,5004,6
Watauga,2018,5052,6
Wayne,2018,5256,6
Wilkes,2018,5760,6
Wilson,2018,4944,6
Yadkin,2018,5088,6
Yancey,2018,4596,6
NC,2006,5724,0
NC,2006,5496,1
NC,2006,5352,2
NC,2006,5016,3
NC,2006,5064,6
NC,2007,5844,0
NC,2007,5604,1
NC,2007,5460,2
NC,2007,5112,3
NC,2007,5124,6
NC,2008,6060,0
NC,2008,5820,1
NC,2008,5676,2
NC,2008,5316,3
NC,2008,5316,6
NC,2009,6048,0
NC,2009,5808,1
NC,2009,5652,2
NC,2009,5292,3
NC,2009,5292,6
NC,2010,6144,0
NC,2010,5892,1
NC,2010,5748,2
NC,2010,5376,3
NC,2010,5388,6
NC,2011,6036,0
NC,2011,5832,1
NC,2011,5664,2
NC,2011,5340,3
NC,2011,5184,6
NC,2012,6156,0
NC,2012,5952,1
NC,2012,5784,2
NC,2012,5448,3
NC,2012,5292,6
NC,2013,6324,0
NC,2013,6120,1
NC,2013,5940,2
NC,2013,5592,3
NC,2013,5436,6
NC,2014,6420,0
NC,2014,6216,1
NC,2014,6036,2
NC,2014,5676,3
NC,2014,5520,6
NC,2015,6432,0
NC,2015,6228,1
NC,2015,6048,2
NC,2015,5688,3
NC,2015,5532,6
NC,2016,7284,0
NC,2016,7032,1
NC,2016,6684,2
NC,2016,6372,3
NC,2016,5532,6
NC,2017,8520,0
NC,2017,8268,1
NC,2017,7944,2
NC,2017,7560,3
NC,2017,5856,6
