county,year,estimate,start_age
Jackson,2012,5124,6
Johnston,2012,5280,6
Jones,2012,4776,6
Lee,2012,5112,6
Lenoir,2012,4704,6
Lincoln,2012,4884,6
Macon,2012,4584,6
Madison,2012,5100,6
Martin,2012,4524,6
McDowell,2012,4728,6
Mecklenburg,2012,6108,6
Mitchell,2012,4572,6
Montgomery,2012,4668,6
Moore,2012,4716,6
Nash,2012,4956,6
New Hanover,2012,5472,6
Northampton,2012,4476,6
Onslow,2012,4944,6
Orange,2012,7356,6
Pamlico,2012,4548,6
Pasquotank,2012,4608,6
Pender,2012,5388,6
Perquimans,2012,4452,6
Person,2012,4836,6
Pitt,2012,5160,6
Polk,2012,4836,6
Randolph,2012,4692,6
Richmond,2012,4512,6
Robeson,2012,4524,6
Rockingham,2012,4608,6
Rowan,2012,4800,6
Rutherford,2012,4692,6
Sampson,2012,4692,6
Scotland,2012,4464,6
Stanly,2012,5004,6
Stokes,2012,4752,6
Surry,2012,4884,6
Swain,2012,4656,6
Transylvania,2012,4452,6
Tyrrell,2012,4452,6
Union,2012,5544,6
Vance,2012,4608,6
Wake,2012,6996,6
Warren,2012,4536,6
Washington,2012,4668,6
Watauga,2012,4896,6
Wayne,2012,4656,6
Wilkes,2012,4680,6
Wilson,2012,4668,6
Yadkin,2012,4932,6
Yancey,2012,4452,6
Alamance,2013,5880,0
Alexander,2013,5436,0
Alleghany,2013,5112,0
Anson,2013,5520,0
Ashe,2013,5112,0
Avery,2013,5340,0
Beaufort,2013,5688,0
Bertie,2013,5412,0
Bladen,2013,5604,0
Brunswick,2013,5868,0
Buncombe,2013,6624,0
Burke,2013,5352,0
Cabarrus,2013,6780,0
Caldwell,2013,5688,0
Camden,2013,5160,0
Carteret,2013,5664,0
Caswell,2013,5388,0
Catawba,2013,5652,0
Chatham,2013,7248,0
Cherokee,2013,5208,0
Chowan,2013,5328,0
Clay,2013,5448,0
Cleveland,2013,5388,0
Columbus,2013,5508,0
Craven,2013,5784,0
Cumberland,2013,5604,0
Currituck,2013,5748,0
Dare,2013,6732,0
Davidson,2013,5340,0
Davie,2013,5808,0
Duplin,2013,5400,0
Durham,2013,7608,0
Edgecombe,2013,5796,0
Forsyth,2013,6480,0
Franklin,2013,5616,0
Gaston,2013,5820,0
Gates,2013,5340,0
Graham,2013,5268,0
Granville,2013,5820,0
Greene,2013,5544,0
Guilford,2013,6528,0
Halifax,2013,5484,0
Harnett,2013,5760,0
Haywood,2013,5424,0
Henderson,2013,5844,0
Hertford,2013,5544,0
Hoke,2013,5640,0
Hyde,2013,5796,0
Iredell,2013,6216,0
Jackson,2013,5712,0
Johnston,2013,5868,0
Jones,2013,5652,0
Lee,2013,5904,0
Lenoir,2013,5484,0
Lincoln,2013,5664,0
Macon,2013,5400,0
Madison,2013,6072,0
Martin,2013,5376,0
McDowell,2013,5592,0
Mecklenburg,2013,7032,0
Mitchell,2013,5616,0
Montgomery,2013,5556,0
Moore,2013,5556,0
Nash,2013,5628,0
New Hanover,2013,6816,0
Northampton,2013,5364,0
Onslow,2013,5472,0
Orange,2013,8484,0
Pamlico,2013,5340,0
Pasquotank,2013,6048,0
Pender,2013,5844,0
Perquimans,2013,5172,0
Person,2013,6060,0
Pitt,2013,5760,0
Polk,2013,5724,0
Randolph,2013,5460,0
Richmond,2013,5280,0
Robeson,2013,5388,0
Rockingham,2013,5424,0
Rowan,2013,5856,0
Rutherford,2013,5424,0
Sampson,2013,5472,0
Scotland,2013,5376,0
Stanly,2013,5724,0
Stokes,2013,5616,0
Surry,2013,5520,0
Swain,2013,5484,0
Transylvania,2013,5268,0
Tyrrell,2013,5112,0
Union,2013,6900,0
Vance,2013,5604,0
Wake,2013,8556,0
Warren,2013,5532,0
Washington,2013,5472,0
Watauga,2013,6540,0
Wayne,2013,5568,0
Wilkes,2013,5592,0
Wilson,2013,5520,0
Yadkin,2013,5868,0
Yancey,2013,5112,0
Alamance,2013,5700,1
Alexander,2013,5184,1
Alleghany,2013,5028,1
Anson,2013,5472,1
Ashe,2013,5028,1
Avery,2013,5220,1
Beaufort,2013,5472,1
Bertie,2013,5280,1
Bladen,2013,5388,1
Brunswick,2013,5664,1
Buncombe,2013,6504,1
Burke,2013,5292,1
Cabarrus,2013,6720,1
Caldwell,2013,5424,1
Camden,2013,5064,1
Carteret,2013,5592,1
Caswell,2013,5280,1
Catawba,2013,5460,1
Chatham,2013,6948,1
Cherokee,2013,5112,1
Chowan,2013,5220,1
Clay,2013,5244,1
Cleveland,2013,5340,1
Columbus,2013,5388,1
Craven,2013,5472,1
Cumberland,2013,5400,1
Currituck,2013,5652,1
Dare,2013,6468,1
Davidson,2013,5328,1
Davie,2013,5556,1
Duplin,2013,5292,1
Durham,2013,7560,1
Edgecombe,2013,5604,1
Forsyth,2013,5976,1
Franklin,2013,5544,1
Gaston,2013,5628,1
Gates,2013,5244,1
Graham,2013,5184,1
Granville,2013,5556,1
Greene,2013,5304,1
Guilford,2013,5964,1
Halifax,2013,5364,1
Harnett,2013,5556,1
Haywood,2013,5340,1
Henderson,2013,5592,1
Hertford,2013,5364,1
Hoke,2013,5652,1
Hyde,2013,5580,1
Iredell,2013,6024,1
Jackson,2013,5568,1
Johnston,2013,5904,1
Jones,2013,5556,1
Lee,2013,5772,1
Lenoir,2013,5376,1
Lincoln,2013,5484,1
Macon,2013,5304,1
Madison,2013,5676,1
Martin,2013,5340,1
McDowell,2013,5496,1
Mecklenburg,2013,6756,1
Mitchell,2013,5484,1
Montgomery,2013,5556,1
Moore,2013,5748,1
Nash,2013,5424,1
New Hanover,2013,6600,1
Northampton,2013,5208,1
Onslow,2013,5604,1
Orange,2013,8292,1
Pamlico,2013,5268,1
Pasquotank,2013,6060,1
Pender,2013,5616,1
Perquimans,2013,5076,1
Person,2013,5904,1
Pitt,2013,5616,1
Polk,2013,5616,1
Randolph,2013,5376,1
Richmond,2013,5136,1
Robeson,2013,5412,1
Rockingham,2013,5364,1
Rowan,2013,5556,1
Rutherford,2013,5340,1
Sampson,2013,5364,1
Scotland,2013,5244,1
Stanly,2013,5532,1
Stokes,2013,5424,1
Surry,2013,5388,1
Swain,2013,5208,1
Transylvania,2013,5124,1
Tyrrell,2013,5028,1
Union,2013,6936,1
Vance,2013,5292,1
Wake,2013,8076,1
Warren,2013,5400,1
Washington,2013,5388,1
Watauga,2013,6456,1
Wayne,2013,5496,1
Wilkes,2013,5352,1
Wilson,2013,5376,1
Yadkin,2013,5748,1
Yancey,2013,5028,1
Alamance,2013,5532,2
Alexander,2013,5112,2
Alleghany,2013,4812,2
Anson,2013,5400,2
Ashe,2013,4812,2
Avery,2013,5064,2
Beaufort,2013,5340,2
Bertie,2013,5088,2
Bladen,2013,5280,2
Brunswick,2013,5508,2
Buncombe,2013,6300,2
Burke,2013,5028,2
Cabarrus,2013,5856,2
Caldwell,2013,5352,2
Camden,2013,4836,2
Carteret,2013,5532,2
Caswell,2013,5088,2
Catawba,2013,5364,2
Chatham,2013,6036,2
Cherokee,2013,4896,2
Chowan,2013,5016,2
Clay,2013,5148,2
Cleveland,2013,5076,2
Columbus,2013,5196,2
Craven,2013,5436,2
Cumberland,2013,5256,2
Currituck,2013,5436,2
Dare,2013,6480,2
Davidson,2013,5304,2
Davie,2013,5412,2
Duplin,2013,5088,2
Durham,2013,7272,2
Edgecombe,2013,5484,2
Forsyth,2013,5880,2
Franklin,2013,5316,2
Gaston,2013,5520,2
Gates,2013,5064,2
Graham,2013,4992,2
Granville,2013,5472,2
Greene,2013,5208,2
Guilford,2013,5964,2
Halifax,2013,5160,2
Harnett,2013,5424,2
Haywood,2013,5124,2
Henderson,2013,5532,2
Hertford,2013,4956,2
Hoke,2013,5316,2
Hyde,2013,5472,2
Iredell,2013,5988,2
Jackson,2013,5424,2
Johnston,2013,5784,2
Jones,2013,5340,2
Lee,2013,5568,2
Lenoir,2013,5028,2
Lincoln,2013,5328,2
Macon,2013,5184,2
Madison,2013,5628,2
Martin,2013,5076,2
McDowell,2013,5280,2
Mecklenburg,2013,6660,2
Mitchell,2013,5088,2
Montgomery,2013,5088,2
Moore,2013,5352,2
Nash,2013,5292,2
New Hanover,2013,6504,2
Northampton,2013,5016,2
Onslow,2013,5496,2
Orange,2013,7920,2
Pamlico,2013,5076,2
Pasquotank,2013,5328,2
Pender,2013,5496,2
Perquimans,2013,4884,2
Person,2013,5700,2
Pitt,2013,5520,2
Polk,2013,5568,2
Randolph,2013,5112,2
Richmond,2013,4956,2
Robeson,2013,5220,2
Rockingham,2013,5136,2
Rowan,2013,5508,2
Rutherford,2013,5124,2
Sampson,2013,5208,2
Scotland,2013,5160,2
Stanly,2013,5736,2
Stokes,2013,5340,2
Surry,2013,5232,2
Swain,2013,5100,2
Transylvania,2013,4908,2
Tyrrell,2013,4812,2
Union,2013,6816,2
Vance,2013,5280,2
Wake,2013,7824,2
Warren,2013,5172,2
Washington,2013,5172,2
Watauga,2013,5808,2
Wayne,2013,5232,2
Wilkes,2013,5256,2
Wilson,2013,5184,2
Yadkin,2013,5544,2
Yancey,2013,4812,2
Alamance,2013,5184,3
Alexander,2013,4932,3
Alleghany,2013,4500,3
Anson,2013,4836,3
Ashe,2013,4536,3
Avery,2013,4764,3
Beaufort,2013,5028,3
Bertie,2013,5112,3
Bladen,2013,4932,3
Brunswick,2013,5016,3
Buncombe,2013,5868,3
Burke,2013,4716,3
Cabarrus,2013,5736,3
Caldwell,2013,4956,3
Camden,2013,4572,3
Carteret,2013,5196,3
Caswell,2013,4740,3
Catawba,2013,5016,3
Chatham,2013,5664,3
Cherokee,2013,4620,3
Chowan,2013,4692,3
Clay,2013,4788,3
Cleveland,2013,4764,3
Columbus,2013,4944,3
Craven,2013,5124,3
Cumberland,2013,5052,3
Currituck,2013,5136,3
Dare,2013,6300,3
Davidson,2013,5052,3
Davie,2013,5088,3
Duplin,2013,4704,3
Durham,2013,6912,3
Edgecombe,2013,5100,3
Forsyth,2013,5700,3
Franklin,2013,4896,3
Gaston,2013,5172,3
Gates,2013,4824,3
Graham,2013,4680,3
Granville,2013,5088,3
Greene,2013,4812,3
Guilford,2013,5856,3
Halifax,2013,4848,3
Harnett,2013,5244,3
Haywood,2013,4800,3
Henderson,2013,5196,3
Hertford,2013,4692,3
Hoke,2013,5004,3
Hyde,2013,5076,3
Iredell,2013,5628,3
Jackson,2013,5160,3
Johnston,2013,5436,3
Jones,2013,4992,3
Lee,2013,5100,3
Lenoir,2013,4836,3
Lincoln,2013,5064,3
Macon,2013,4788,3
Madison,2013,5304,3
Martin,2013,4764,3
McDowell,2013,4956,3
Mecklenburg,2013,6324,3
Mitchell,2013,4704,3
Montgomery,2013,4656,3
Moore,2013,4980,3
Nash,2013,5004,3
New Hanover,2013,6096,3
Northampton,2013,4692,3
Onslow,2013,5112,3
Orange,2013,7560,3
Pamlico,2013,4620,3
Pasquotank,2013,4944,3
Pender,2013,5100,3
Perquimans,2013,4548,3
Person,2013,5340,3
Pitt,2013,5220,3
Polk,2013,5016,3
Randolph,2013,4812,3
Richmond,2013,4680,3
Robeson,2013,4872,3
Rockingham,2013,4872,3
Rowan,2013,5172,3
Rutherford,2013,4848,3
Sampson,2013,4872,3
Scotland,2013,4656,3
Stanly,2013,5112,3
Stokes,2013,5016,3
Surry,2013,4872,3
Swain,2013,4764,3
Transylvania,2013,4584,3
Tyrrell,2013,4500,3
Union,2013,6e3,3
Vance,2013,4884,3
Wake,2013,7224,3
Warren,2013,4800,3
Washington,2013,4836,3
Watauga,2013,5448,3
Wayne,2013,4920,3
Wilkes,2013,4812,3
Wilson,2013,4872,3
Yadkin,2013,5172,3
Yancey,2013,4500,3
Alamance,2013,5196,6
Alexander,2013,4860,6
Alleghany,2013,4512,6
Anson,2013,4740,6
Ashe,2013,4512,6
Avery,2013,4572,6
Beaufort,2013,4668,6
Bertie,2013,5220,6
Bladen,2013,4884,6
Brunswick,2013,4992,6
Buncombe,2013,5880,6
Burke,2013,4596,6
Cabarrus,2013,5604,6
Caldwell,2013,4752,6
Camden,2013,4536,6
Carteret,2013,5040,6
Caswell,2013,4668,6
Catawba,2013,4824,6
Chatham,2013,5448,6
Cherokee,2013,4536,6
Chowan,2013,4572,6
Clay,2013,4680,6
Cleveland,2013,4632,6
Columbus,2013,4776,6
Craven,2013,4968,6
Cumberland,2013,4884,6
Currituck,2013,5136,6
Dare,2013,5808,6
Davidson,2013,4908,6
Davie,2013,4824,6
Duplin,2013,4548,6
Durham,2013,6624,6
Edgecombe,2013,4956,6
Forsyth,2013,5520,6
Franklin,2013,4812,6
Gaston,2013,5088,6
Gates,2013,4800,6
Graham,2013,4512,6
Granville,2013,5100,6
Greene,2013,4764,6
Guilford,2013,5592,6
Halifax,2013,4680,6
Harnett,2013,5004,6
Haywood,2013,4656,6
Henderson,2013,4836,6
Hertford,2013,4512,6
Hoke,2013,4836,6
Hyde,2013,4968,6
Iredell,2013,5208,6
Jackson,2013,5196,6
Johnston,2013,5352,6
Jones,2013,4848,6
Lee,2013,5184,6
Lenoir,2013,4776,6
Lincoln,2013,4956,6
Macon,2013,4644,6
Madison,2013,5184,6
Martin,2013,4584,6
McDowell,2013,4800,6
Mecklenburg,2013,6192,6
Mitchell,2013,4632,6
Montgomery,2013,4740,6
Moore,2013,4788,6
Nash,2013,5028,6
New Hanover,2013,5556,6
Northampton,2013,4536,6
Onslow,2013,5016,6
Orange,2013,7464,6
Pamlico,2013,4608,6
Pasquotank,2013,4668,6
Pender,2013,5460,6
Perquimans,2013,4512,6
Person,2013,4908,6
Pitt,2013,5232,6
Polk,2013,4908,6
Randolph,2013,4764,6
Richmond,2013,4572,6
Robeson,2013,4584,6
Rockingham,2013,4668,6
Rowan,2013,4872,6
Rutherford,2013,4764,6
Sampson,2013,4764,6
Scotland,2013,4524,6
Stanly,2013,5076,6
Stokes,2013,4824,6
Surry,2013,4956,6
Swain,2013,4728,6
Transylvania,2013,4512,6
Tyrrell,2013,4512,6
Union,2013,5628,6
Vance,2013,4668,6
Wake,2013,7104,6
Warren,2013,4596,6
Washington,2013,4740,6
Watauga,2013,4968,6
Wayne,2013,4728,6
Wilkes,2013,4752,6
Wilson,2013,4740,6
Yadkin,2013,5004,6
Yancey,2013,4512,6
Alamance,2014,5976,0
Alexander,2014,5520,0
Alleghany,2014,5184,0
Anson,2014,5604,0
Ashe,2014,5184,0
Avery,2014,5424,0
Beaufort,2014,5772,0
Bertie,2014,5496,0
Bladen,2014,5688,0
Brunswick,2014,5952,0
Buncombe,2014,6732,0
Burke,2014,5436,0
Cabarrus,2014,6888,0
Caldwell,2014,5772,0
Camden,2014,5232,0
Carteret,2014,5748,0
Caswell,2014,5472,0
Catawba,2014,5736,0
Chatham,2014,7356,0
Cherokee,2014,5292,0
Chowan,2014,5412,0
Clay,2014,5532,0
Cleveland,2014,5472,0
Columbus,2014,5592,0
Craven,2014,5868,0
Cumberland,2014,5688,0
Currituck,2014,5832,0
Dare,2014,6840,0
Davidson,2014,5424,0
Davie,2014,5892,0
Duplin,2014,5484,0
Durham,2014,7728,0
Edgecombe,2014,5880,0
Forsyth,2014,6576,0
Franklin,2014,5700,0
Gaston,2014,5904,0
Gates,2014,5424,0
Graham,2014,5352,0
Granville,2014,5904,0
Greene,2014,5628,0
Guilford,2014,6624,0
Halifax,2014,5568,0
Harnett,2014,5844,0
Haywood,2014,5508,0
Henderson,2014,5928,0
Hertford,2014,5628,0
Hoke,2014,5724,0
Hyde,2014,5880,0
Iredell,2014,6312,0
Jackson,2014,5796,0
Johnston,2014,5952,0
Jones,2014,5736,0
Lee,2014,6e3,0
Lenoir,2014,5568,0
Lincoln,2014,5748,0
Macon,2014,5484,0
Madison,2014,6168,0
Martin,2014,5460,0
McDowell,2014,5676,0
Mecklenburg,2014,7140,0
Mitchell,2014,5700,0
Montgomery,2014,5640,0
Moore,2014,5640,0
Nash,2014,5712,0
New Hanover,2014,6924,0
Northampton,2014,5448,0
Onslow,2014,5556,0
Orange,2014,8616,0
Pamlico,2014,5424,0
Pasquotank,2014,6144,0
Pender,2014,5928,0
Perquimans,2014,5244,0
Person,2014,6156,0
Pitt,2014,5844,0
Polk,2014,5808,0
Randolph,2014,5544,0
Richmond,2014,5364,0
Robeson,2014,5472,0
Rockingham,2014,5508,0
Rowan,2014,5940,0
Rutherford,2014,5508,0
Sampson,2014,5556,0
Scotland,2014,5460,0
Stanly,2014,5808,0
Stokes,2014,5700,0
Surry,2014,5604,0
Swain,2014,5568,0
Transylvania,2014,5352,0
Tyrrell,2014,5184,0
Union,2014,7008,0
Vance,2014,5688,0
Wake,2014,8688,0
Warren,2014,5616,0
Washington,2014,5556,0
Watauga,2014,6636,0
Wayne,2014,5652,0
Wilkes,2014,5676,0
Wilson,2014,5604,0
Yadkin,2014,5952,0
Yancey,2014,5184,0
Alamance,2014,5784,1
Alexander,2014,5256,1
Alleghany,2014,5100,1
Anson,2014,5556,1
Ashe,2014,5100,1
Avery,2014,5304,1
Beaufort,2014,5556,1
Bertie,2014,5364,1
Bladen,2014,5472,1
Brunswick,2014,5748,1
Buncombe,2014,6600,1
Burke,2014,5376,1
Cabarrus,2014,6828,1
Caldwell,2014,5508,1
Camden,2014,5136,1
Carteret,2014,5676,1
Caswell,2014,5364,1
Catawba,2014,5544,1
Chatham,2014,7056,1
Cherokee,2014,5184,1
Chowan,2014,5304,1
Clay,2014,5328,1
Cleveland,2014,5424,1
Columbus,2014,5472,1
Craven,2014,5556,1
Cumberland,2014,5484,1
Currituck,2014,5736,1
Dare,2014,6564,1
Davidson,2014,5412,1
Davie,2014,5640,1
Duplin,2014,5376,1
Durham,2014,7680,1
Edgecombe,2014,5688,1
Forsyth,2014,6072,1
Franklin,2014,5628,1
Gaston,2014,5712,1
Gates,2014,5328,1
Graham,2014,5256,1
Granville,2014,5640,1
Greene,2014,5388,1
Guilford,2014,6060,1
Halifax,2014,5448,1
Harnett,2014,5640,1
Haywood,2014,5424,1
Henderson,2014,5676,1
Hertford,2014,5448,1
Hoke,2014,5736,1
Hyde,2014,5664,1
Iredell,2014,6120,1
Jackson,2014,5652,1
Johnston,2014,6e3,1
Jones,2014,5640,1
Lee,2014,5856,1
Lenoir,2014,5460,1
Lincoln,2014,5568,1
Macon,2014,5388,1
Madison,2014,5760,1
Martin,2014,5424,1
McDowell,2014,5580,1
Mecklenburg,2014,6864,1
Mitchell,2014,5568,1
Montgomery,2014,5640,1
Moore,2014,5832,1
Nash,2014,5508,1
New Hanover,2014,6708,1
Northampton,2014,5292,1
Onslow,2014,5688,1
Orange,2014,8424,1
Pamlico,2014,5352,1
Pasquotank,2014,6156,1
Pender,2014,5700,1
Perquimans,2014,5148,1
Person,2014,6e3,1
Pitt,2014,5700,1
Polk,2014,5700,1
Randolph,2014,5460,1
Richmond,2014,5208,1
Robeson,2014,5496,1
Rockingham,2014,5448,1
Rowan,2014,5640,1
Rutherford,2014,5424,1
Sampson,2014,5448,1
Scotland,2014,5328,1
Stanly,2014,5616,1
Stokes,2014,5508,1
Surry,2014,5472,1
Swain,2014,5292,1
Transylvania,2014,5196,1
Tyrrell,2014,5100,1
Union,2014,7044,1
Vance,2014,5376,1
Wake,2014,8208,1
Warren,2014,5484,1
Washington,2014,5472,1
Watauga,2014,6552,1
Wayne,2014,5580,1
Wilkes,2014,5436,1
Wilson,2014,5460,1
Yadkin,2014,5832,1
Yancey,2014,5100,1
Alamance,2014,5616,2
Alexander,2014,5184,2
Alleghany,2014,4896,2
Anson,2014,5484,2
Ashe,2014,4896,2
Avery,2014,5136,2
Beaufort,2014,5424,2
Bertie,2014,5160,2
Bladen,2014,5364,2
Brunswick,2014,5592,2
Buncombe,2014,6396,2
Burke,2014,5100,2
Cabarrus,2014,5940,2
Caldwell,2014,5436,2
Camden,2014,4920,2
Carteret,2014,5616,2
Caswell,2014,5160,2
Catawba,2014,5448,2
Chatham,2014,6132,2
Cherokee,2014,4968,2
Chowan,2014,5088,2
Clay,2014,5220,2
Cleveland,2014,5148,2
Columbus,2014,5280,2
Craven,2014,5520,2
Cumberland,2014,5340,2
Currituck,2014,5520,2
Dare,2014,6576,2
Davidson,2014,5388,2
Davie,2014,5496,2
Duplin,2014,5160,2
Durham,2014,7392,2
Edgecombe,2014,5568,2
Forsyth,2014,5964,2
Franklin,2014,5400,2
Gaston,2014,5604,2
Gates,2014,5136,2
Graham,2014,5064,2
Granville,2014,5556,2
Greene,2014,5292,2
Guilford,2014,6060,2
Halifax,2014,5232,2
Harnett,2014,5508,2
Haywood,2014,5196,2
Henderson,2014,5616,2
Hertford,2014,5028,2
Hoke,2014,5400,2
Hyde,2014,5556,2
Iredell,2014,6084,2
Jackson,2014,5508,2
Johnston,2014,5868,2
Jones,2014,5424,2
Lee,2014,5652,2
Lenoir,2014,5100,2
Lincoln,2014,5412,2
Macon,2014,5256,2
Madison,2014,5712,2
Martin,2014,5148,2
McDowell,2014,5364,2
Mecklenburg,2014,6768,2
Mitchell,2014,5160,2
Montgomery,2014,5160,2
Moore,2014,5436,2
Nash,2014,5376,2
New Hanover,2014,6600,2
Northampton,2014,5088,2
Onslow,2014,5580,2
Orange,2014,8040,2
Pamlico,2014,5148,2
Pasquotank,2014,5412,2
Pender,2014,5580,2
Perquimans,2014,4956,2
Person,2014,5784,2
Pitt,2014,5604,2
Polk,2014,5652,2
Randolph,2014,5184,2
Richmond,2014,5028,2
Robeson,2014,5304,2
Rockingham,2014,5208,2
Rowan,2014,5592,2
Rutherford,2014,5196,2
Sampson,2014,5292,2
Scotland,2014,5232,2
Stanly,2014,5820,2
Stokes,2014,5424,2
Surry,2014,5316,2
Swain,2014,5172,2
Transylvania,2014,4980,2
Tyrrell,2014,4896,2
Union,2014,6924,2
Vance,2014,5364,2
Wake,2014,7944,2
Warren,2014,5244,2
Washington,2014,5244,2
Watauga,2014,5892,2
Wayne,2014,5316,2
Wilkes,2014,5340,2
Wilson,2014,5256,2
Yadkin,2014,5628,2
Yancey,2014,4896,2
Alamance,2014,5268,3
Alexander,2014,5004,3
Alleghany,2014,4584,3
Anson,2014,4920,3
Ashe,2014,4620,3
Avery,2014,4848,3
Beaufort,2014,5100,3
Bertie,2014,5184,3
Bladen,2014,5004,3
Brunswick,2014,5088,3
Buncombe,2014,5952,3
Burke,2014,4800,3
Cabarrus,2014,5820,3
Caldwell,2014,5028,3
Camden,2014,4656,3
Carteret,2014,5280,3
Caswell,2014,4824,3
Catawba,2014,5088,3
Chatham,2014,5748,3
Cherokee,2014,4704,3
Chowan,2014,4776,3
Clay,2014,4872,3
Cleveland,2014,4848,3
Columbus,2014,5016,3
Craven,2014,5196,3
Cumberland,2014,5124,3
Currituck,2014,5208,3
Dare,2014,6396,3
Davidson,2014,5124,3
Davie,2014,5160,3
Duplin,2014,4788,3
Durham,2014,7020,3
Edgecombe,2014,5172,3
Forsyth,2014,5784,3
Franklin,2014,4968,3
Gaston,2014,5244,3
Gates,2014,4908,3
Graham,2014,4764,3
Granville,2014,5160,3
Greene,2014,4896,3
Guilford,2014,5940,3
Halifax,2014,4932,3
Harnett,2014,5328,3
Haywood,2014,4884,3
Henderson,2014,5280,3
Hertford,2014,4776,3
Hoke,2014,5076,3
Hyde,2014,5148,3
Iredell,2014,5712,3
Jackson,2014,5232,3
Johnston,2014,5520,3
Jones,2014,5064,3
Lee,2014,5172,3
Lenoir,2014,4920,3
Lincoln,2014,5136,3
Macon,2014,4872,3
Madison,2014,5388,3
Martin,2014,4848,3
McDowell,2014,5028,3
Mecklenburg,2014,6420,3
Mitchell,2014,4788,3
Montgomery,2014,4740,3
Moore,2014,5052,3
Nash,2014,5076,3
New Hanover,2014,6192,3
Northampton,2014,4776,3
Onslow,2014,5184,3
Orange,2014,7680,3
Pamlico,2014,4704,3
Pasquotank,2014,5016,3
Pender,2014,5172,3
Perquimans,2014,4632,3
Person,2014,5424,3
Pitt,2014,5304,3
Polk,2014,5088,3
Randolph,2014,4896,3
Richmond,2014,4764,3
Robeson,2014,4956,3
Rockingham,2014,4956,3
Rowan,2014,5244,3
Rutherford,2014,4932,3
Sampson,2014,4956,3
Scotland,2014,4740,3
Stanly,2014,5184,3
Stokes,2014,5088,3
Surry,2014,4956,3
Swain,2014,4848,3
Transylvania,2014,4668,3
Tyrrell,2014,4584,3
Union,2014,6096,3
Vance,2014,4956,3
Wake,2014,7332,3
Warren,2014,4884,3
Washington,2014,4920,3
Watauga,2014,5532,3
Wayne,2014,4992,3
Wilkes,2014,4896,3
Wilson,2014,4956,3
Yadkin,2014,5244,3
Yancey,2014,4584,3
Alamance,2014,5280,6
Alexander,2014,4944,6
Alleghany,2014,4596,6
Anson,2014,4824,6
Ashe,2014,4596,6
Avery,2014,4656,6
Beaufort,2014,4752,6
Bertie,2014,5304,6
Bladen,2014,4956,6
Brunswick,2014,5064,6
Buncombe,2014,5976,6
Burke,2014,4680,6
Cabarrus,2014,5688,6
Caldwell,2014,4836,6
Camden,2014,4620,6
Carteret,2014,5112,6
Caswell,2014,4752,6
Catawba,2014,4908,6
Chatham,2014,5532,6
Cherokee,2014,4620,6
Chowan,2014,4656,6
Clay,2014,4764,6
Cleveland,2014,4716,6
Columbus,2014,4860,6
Craven,2014,5040,6
Cumberland,2014,4956,6
Currituck,2014,5208,6
Dare,2014,5892,6
Davidson,2014,4980,6
Davie,2014,4908,6
Duplin,2014,4632,6
Durham,2014,6732,6
Edgecombe,2014,5028,6
Forsyth,2014,5604,6
Franklin,2014,4896,6
Gaston,2014,5160,6
Gates,2014,4884,6
Graham,2014,4596,6
Granville,2014,5172,6
Greene,2014,4848,6
Guilford,2014,5676,6
Halifax,2014,4764,6
Harnett,2014,5076,6
Haywood,2014,4740,6
Henderson,2014,4920,6
Hertford,2014,4596,6
Hoke,2014,4920,6
Hyde,2014,5040,6
Iredell,2014,5292,6
Jackson,2014,5280,6
Johnston,2014,5436,6
Jones,2014,4932,6
Lee,2014,5268,6
Lenoir,2014,4860,6
Lincoln,2014,5028,6
Macon,2014,4728,6
Madison,2014,5256,6
Martin,2014,4668,6
McDowell,2014,4884,6
Mecklenburg,2014,6288,6
Mitchell,2014,4716,6
Montgomery,2014,4824,6
Moore,2014,4872,6
Nash,2014,5100,6
New Hanover,2014,5640,6
Northampton,2014,4620,6
Onslow,2014,5088,6
Orange,2014,7584,6
Pamlico,2014,4692,6
Pasquotank,2014,4752,6
Pender,2014,5544,6
Perquimans,2014,4596,6
Person,2014,4980,6
Pitt,2014,5316,6
Polk,2014,4980,6
Randolph,2014,4848,6
Richmond,2014,4656,6
Robeson,2014,4668,6
Rockingham,2014,4752,6
Rowan,2014,4956,6
Rutherford,2014,4848,6
Sampson,2014,4848,6
Scotland,2014,4608,6
Stanly,2014,5148,6
Stokes,2014,4908,6
Surry,2014,5028,6
Swain,2014,4812,6
Transylvania,2014,4596,6
Tyrrell,2014,4596,6
Union,2014,5712,6
Vance,2014,4752,6
Wake,2014,7212,6
Warren,2014,4680,6
Washington,2014,4824,6
Watauga,2014,5040,6
Wayne,2014,4812,6
Wilkes,2014,4836,6
Wilson,2014,4824,6
Yadkin,2014,5076,6
Yancey,2014,4596,6
Alamance,2015,5988,0
Alexander,2015,5532,0
Alleghany,2015,5196,0
Anson,2015,5616,0
Ashe,2015,5196,0
Avery,2015,5436,0
Beaufort,2015,5784,0
Bertie,2015,5508,0
Bladen,2015,5700,0
Brunswick,2015,5964,0
Buncombe,2015,6744,0
Burke,2015,5448,0
Cabarrus,2015,6900,0
Caldwell,2015,5784,0
Camden,2015,5244,0
Carteret,2015,5760,0
Caswell,2015,5484,0
Catawba,2015,5748,0
Chatham,2015,7368,0
Cherokee,2015,5304,0
Chowan,2015,5424,0
Clay,2015,5544,0
Cleveland,2015,5484,0
Columbus,2015,5604,0
Craven,2015,5880,0
