SERIALNO,SPORDER,year,total_taxes
1132962,1,2018,38304
1133022,2,2018,-255
1133022,1,2018,4887
1133070,1,2018,0
1133071,3,2018,-71
1133071,1,2018,40781
1133093,1,2018,0
1133103,1,2018,0
1133155,1,2018,1188
1133163,1,2018,11525
1133167,1,2018,3138
1133179,1,2018,4351
1133204,1,2018,0
1133218,1,2018,4887
1133229,1,2018,0
1133251,1,2018,7942
1133256,1,2018,22885
1133323,1,2018,0
1133349,1,2018,8375
1133370,1,2018,8366
1133371,1,2018,9867
1133393,1,2018,-2365
1133477,1,2018,-71
1133484,1,2018,-2874
1133487,1,2018,65403
1133552,1,2018,3138
1133605,1,2018,28260
1133647,1,2018,0
1133733,1,2018,14285
1133831,1,2018,2414
1133857,1,2018,6637
1133878,1,2018,0
1133886,1,2018,3460
1133912,1,2018,29134
1133915,1,2018,5006
1133975,1,2018,20760
1133991,1,2018,13510
1134058,1,2018,5762
1134090,1,2018,255131
1134118,1,2018,-2564
1134140,1,2018,63998
1134164,2,2018,4187
1134164,1,2018,3138
1134169,1,2018,40571
1134173,1,2018,11945
1134174,1,2018,0
1134252,1,2018,0
1134253,1,2018,-466
1134281,1,2018,4723
1134306,1,2018,192
1134336,1,2018,-4482
1134340,1,2018,40034
1134341,1,2018,0
1134348,1,2018,622
1134349,1,2018,2613
1134367,1,2018,2088
1134424,2,2018,8767
1134424,1,2018,6637
1134445,3,2018,-71
1134445,4,2018,178
1134445,1,2018,-4736
1134478,1,2018,-5522
1134480,1,2018,0
1134505,1,2018,0
1134793,1,2018,0
1134799,1,2018,0
1134800,1,2018,5577
1134894,3,2018,6637
1134894,1,2018,0
1134915,1,2018,0
1134938,1,2018,-107
1135033,2,2018,1895
1135033,1,2018,0
1135060,1,2018,0
1135100,1,2018,7667
1135144,1,2018,-207
1135245,1,2018,4887
1135263,1,2018,6801
1135313,1,2018,0
1135319,1,2018,0
1135332,1,2018,0
1135334,1,2018,0
1135367,1,2018,11220
1135393,1,2018,-67
1135427,1,2018,7817
1135441,1,2018,1542
1135471,1,2018,15735
1135472,2,2018,9317
1135472,1,2018,9317
1135473,1,2018,-40
1135509,1,2018,-287
1135564,1,2018,1577
1135580,1,2018,0
1135665,1,2018,7238
1135693,1,2018,0
1135719,1,2018,0
1135725,1,2018,15198
1135773,1,2018,0
1135805,1,2018,4695
1135859,1,2018,6304
1135896,1,2018,0
1135928,1,2018,0
1136069,1,2018,20427
1136100,1,2018,0
1136107,1,2018,0
1136173,1,2018,6842
1136242,1,2018,17233
1136255,1,2018,0
1136325,1,2018,188375
1136342,1,2018,0
1136343,2,2018,5412
1136343,1,2018,74
1136376,1,2018,0
1136387,2,2018,3488
1136387,1,2018,4450
1136388,1,2018,2788
1136448,1,2018,17810
1136473,1,2018,0
1136518,1,2018,0
1136541,1,2018,16956
1136564,2,2018,3138
1136564,1,2018,0
1136590,1,2018,0
1136677,1,2018,0
1136707,1,2018,0
1136717,2,2018,5553
1136717,1,2018,0
1136748,1,2018,9457
1136753,1,2018,4590
1136878,1,2018,29085
1136954,1,2018,0
1136967,1,2018,6766
1136975,1,2018,7798
1136980,1,2018,0
1136995,1,2018,11529
1137081,1,2018,6287
1137090,1,2018,0
1137111,1,2018,6573
1137277,2,2018,3138
1137277,1,2018,4187
1137292,1,2018,5073
1137370,1,2018,15885
1137418,1,2018,-8576
1137420,1,2018,275
1137499,1,2018,9005
1137506,1,2018,0
1137552,1,2018,11079
1137600,1,2018,-2719
1137616,1,2018,0
1137622,1,2018,109607
1137705,1,2018,0
1137708,1,2018,2629
1137714,1,2018,961
1137774,1,2018,0
1137789,1,2018,0
1137843,1,2018,0
1137879,1,2018,41916
1137910,1,2018,-4861
1138033,2,2018,1913
1138033,1,2018,2088
1138125,2,2018,3488
1138125,1,2018,2788
1138127,1,2018,28260
1138133,1,2018,0
1138141,1,2018,14726
1138146,5,2018,2613
1138146,1,2018,-2210
1138176,1,2018,-519
1138181,1,2018,313
1138221,1,2018,1802
1138229,2,2018,5237
1138229,1,2018,18117
1138259,1,2018,9317
1138374,1,2018,37444
1138449,1,2018,7117
1138489,1,2018,15885
1138508,1,2018,150405
1138541,1,2018,30250
1138542,1,2018,6013
1138618,1,2018,0
1138650,1,2018,3575
1138653,1,2018,27802
1138755,3,2018,9317
1138755,1,2018,2916
1138814,1,2018,1601
1138837,1,2018,45222
1138864,1,2018,16082
1138930,1,2018,0
1138935,1,2018,40854
1139051,1,2018,0
1139056,1,2018,1418
1139079,1,2018,11950
1139080,1,2018,9793
1139085,1,2018,6637
1139112,2,2018,-334
1139112,1,2018,3488
1139171,2,2018,1108
1139171,1,2018,5587
1139190,1,2018,0
1139191,6,2018,138269
1139191,1,2018,16681
1139195,1,2018,16192
1139200,1,2018,0
1139335,3,2018,0
1139335,1,2018,7238
1139362,1,2018,21330
1139378,4,2018,4012
1139378,5,2018,90
1139378,1,2018,9775
1139421,1,2018,-519
1139432,1,2018,0
1139534,1,2018,64
1139537,1,2018,25135
1139550,1,2018,1627
1139568,1,2018,238060
1139603,1,2018,-3475
1139609,1,2018,1418
1139642,1,2018,0
1139708,3,2018,0
1139708,4,2018,0
1139708,1,2018,13450
1139785,1,2018,4887
1139827,1,2018,9771
1139903,1,2018,6637
1139917,1,2018,5208
1139950,1,2018,-519
1139984,1,2018,0
1140008,1,2018,126172
1140050,1,2018,0
1140074,1,2018,0
1140075,1,2018,6112
1140107,1,2018,4166
1140110,1,2018,20135
1140119,1,2018,9809
1140181,1,2018,49693
1140220,1,2018,-3489
1140255,1,2018,6626
1140265,1,2018,0
1140266,1,2018,0
1140309,1,2018,77256
1140316,7,2018,6637
1140316,1,2018,-1476
1140328,1,2018,6611
1140380,1,2018,8025
1140411,1,2018,40542
1140451,1,2018,0
1140640,1,2018,0
1140737,1,2018,0
1140758,1,2018,12067
1140812,1,2018,6637
1140824,1,2018,2095
1140856,1,2018,7942
1140871,1,2018,0
1140898,1,2018,14949
1140904,3,2018,643
1140904,1,2018,14302
1140916,3,2018,1913
1140916,4,2018,2263
1140916,1,2018,-1585
1140942,2,2018,3663
1140942,1,2018,-334
1140946,1,2018,0
1140968,1,2018,0
1140969,1,2018,6276
1141040,1,2018,0
1141047,1,2018,-2320
1141050,1,2018,7389
1141131,1,2018,0
1141140,1,2018,2875
1141212,1,2018,79664
1141266,3,2018,483
1141266,1,2018,130
1141464,1,2018,-302
1141481,3,2018,622
1141481,1,2018,0
1141523,1,2018,10650
1141661,1,2018,17842
1141698,1,2018,9217
1141762,2,2018,2963
1141762,1,2018,0
1141772,1,2018,-3263
1141806,1,2018,2088
1141905,1,2018,35404
1141911,1,2018,2420
1141923,1,2018,0
1141989,1,2018,8099
1141998,1,2018,0
1142013,1,2018,6637
1142017,1,2018,0
1142022,1,2018,5191
1142023,1,2018,7509
1142076,1,2018,0
1142077,1,2018,0
1142097,2,2018,0
1142097,1,2018,0
1142150,1,2018,0
1142175,1,2018,-334
1142186,1,2018,2263
1142198,1,2018,0
1142202,1,2018,8775
1142287,1,2018,14785
1142337,1,2018,0
1142369,1,2018,0
1142371,1,2018,52654
1142494,1,2018,0
1142526,1,2018,13658
1142604,1,2018,4399
1142688,1,2018,78939
1142699,1,2018,0
1142760,3,2018,3960
1142760,1,2018,4855
1142829,1,2018,0
1142893,1,2018,0
1142990,1,2018,0
1143085,2,2018,0
1143085,1,2018,5762
1143096,1,2018,6637
1143135,4,2018,3138
1143135,1,2018,-260
1143168,1,2018,0
1143202,1,2018,0
1143203,1,2018,0
1143322,1,2018,8489
1143358,1,2018,28810
1143380,1,2018,0
1143409,1,2018,2227
1143438,1,2018,989
1143476,1,2018,0
1143517,2,2018,1738
1143517,3,2018,1108
1143517,1,2018,4012
1143549,1,2018,2666
1143630,1,2018,3545
1143745,1,2018,0
1143781,1,2018,0
1143785,1,2018,-4432
1143811,1,2018,5237
1143872,1,2018,0
1143896,1,2018,2418
1143897,1,2018,15885
1143915,1,2018,18360
1143950,1,2018,22056
1143959,1,2018,9198
1144027,1,2018,2438
1144042,1,2018,-459
1144075,1,2018,108257
1144079,1,2018,72062
1144113,2,2018,-334
1144113,1,2018,0
1144133,1,2018,2032
1144190,2,2018,4887
1144190,1,2018,1678
1144194,1,2018,31484
1144195,1,2018,8568
1144214,1,2018,14817
1144331,1,2018,20260
1144335,4,2018,7392
1144335,1,2018,7447
1144366,1,2018,4342
1144447,1,2018,7176
1144477,3,2018,1418
1144477,4,2018,6637
1144477,1,2018,5215
1144498,1,2018,0
1144510,1,2018,-6
1144517,1,2018,0
1144578,1,2018,21356
1144579,1,2018,0
1144652,2,2018,1418
1144652,1,2018,9592
1144672,1,2018,13442
1144678,1,2018,20427
1144715,1,2018,0
1144757,1,2018,-3857
1144768,1,2018,25085
1144769,1,2018,4712
1144783,1,2018,0
1144803,1,2018,9961
1144864,3,2018,622
1144864,4,2018,0
1144864,1,2018,3525
1144872,3,2018,2263
1144872,1,2018,-4024
1144881,1,2018,54934
1144885,1,2018,3476
1144887,2,2018,1895
1144887,1,2018,13
1144932,1,2018,-4525
1144948,1,2018,8725
1145012,1,2018,5215
1145025,1,2018,0
1145079,1,2018,20560
1145080,1,2018,-334
1145130,1,2018,-4771
1145150,1,2018,0
1145162,1,2018,3797
1145168,4,2018,2788
1145168,1,2018,3132
1145286,1,2018,0
1145296,1,2018,5972
1145405,2,2018,1108
1145405,3,2018,2315
1145405,1,2018,0
1145440,1,2018,0
1145448,1,2018,11825
1145456,1,2018,11369
1145504,2,2018,0
1145504,3,2018,13
1145504,1,2018,6007
1145520,1,2018,4187
1145550,1,2018,38264
1145636,1,2018,11000
1145654,1,2018,22260
1145668,2,2018,-71
1145668,1,2018,-45
1145703,1,2018,4887
1145739,1,2018,23249
1145766,1,2018,33472
1145784,1,2018,0
1145792,2,2018,1913
1145792,1,2018,6252
1145806,1,2018,0
1145841,1,2018,2771
1145858,1,2018,0
1145863,2,2018,622
1145863,1,2018,2438
1145910,1,2018,2088
1145945,1,2018,0
1145948,1,2018,9600
1145974,1,2018,-2732
1146009,1,2018,10580
1146066,1,2018,8222
1146077,1,2018,0
1146095,2,2018,1895
1146095,1,2018,0
1146124,1,2018,8640
1146195,1,2018,0
1146208,1,2018,11525
1146223,1,2018,2088
1146259,1,2018,13275
1146267,1,2018,0
1146288,1,2018,1263
1146322,1,2018,7392
1146348,1,2018,-812
1146358,1,2018,-3280
1146380,1,2018,8575
1146409,1,2018,0
1146451,1,2018,0
1146476,1,2018,24586
1146509,1,2018,0
1146527,1,2018,52129
1146571,1,2018,5893
1146619,1,2018,13275
1146628,1,2018,0
1146671,1,2018,33701
1146685,1,2018,9898
1146760,1,2018,-137
1146773,1,2018,0
1146792,1,2018,0
1146802,1,2018,0
1146820,1,2018,20560
1146833,1,2018,9057
1146887,1,2018,1738
1146928,1,2018,-3310
1146946,1,2018,13580
1146964,2,2018,-71
1146964,7,2018,622
1146964,1,2018,0
1147012,1,2018,27
1147014,2,2018,21312
1147014,1,2018,7942
1147019,1,2018,2511
1147057,1,2018,0
1147061,1,2018,233
1147121,1,2018,13100
1147148,1,2018,0
1147204,3,2018,12067
1147204,1,2018,25975
1147206,1,2018,-5125
1147268,1,2018,3132
1147318,1,2018,0
1147335,1,2018,42164
1147340,1,2018,-306
1147376,1,2018,0
1147422,1,2018,-6825
1147425,1,2018,15885
1147470,1,2018,3313
1147476,1,2018,0
1147481,4,2018,4012
1147481,1,2018,-8003
1147538,1,2018,0
1147547,1,2018,1382
1147561,1,2018,0
1147575,1,2018,0
1147631,1,2018,388
1147652,4,2018,209
1147652,1,2018,4330
1147681,1,2018,45269
1147724,1,2018,2056
1147731,1,2018,0
1147737,3,2018,4012
1147737,1,2018,1627
1147742,1,2018,44524
1147768,1,2018,0
1147772,1,2018,-5330
1147774,1,2018,20427
1147798,1,2018,38789
1147831,1,2018,5237
1147839,1,2018,-4685
1147840,1,2018,0
1147848,1,2018,20102
1147862,2,2018,-306
1147862,1,2018,38126
1147881,1,2018,731
1147912,1,2018,-1065
1147915,1,2018,0
1147955,1,2018,29560
1147968,1,2018,-9506
1148004,1,2018,10414
1148069,1,2018,4607
1148070,1,2018,2039
1148081,1,2018,0
1148097,1,2018,0
1148099,1,2018,78408
1148100,1,2018,1843
1148186,1,2018,0
1148194,1,2018,0
1148245,1,2018,1773
1148337,1,2018,-7838
1148357,1,2018,5802
1148376,1,2018,10648
1148385,3,2018,5587
1148385,1,2018,0
1148466,1,2018,0
1148470,1,2018,0
1148508,1,2018,0
1148530,1,2018,15735
1148714,2,2018,622
1148714,3,2018,0
1148714,1,2018,-153
1148731,1,2018,31409
1148768,1,2018,-3142
1148773,1,2018,9809
1148868,1,2018,15350
1148870,1,2018,8217
1148938,2,2018,2263
1148938,1,2018,0
1149010,1,2018,51539
1149052,1,2018,12225
1149151,1,2018,0
1149174,1,2018,0
1149179,1,2018,247
1149191,2,2018,2053
1149191,1,2018,0
1149243,1,2018,0
1149295,1,2018,1890
1149310,1,2018,0
1149318,2,2018,5762
1149318,1,2018,8492
1149377,1,2018,4012
1149384,1,2018,9775
1149388,1,2018,23635
1149435,1,2018,80088
1149454,1,2018,0
1149511,1,2018,184
1149518,3,2018,0
1149518,1,2018,1101
1149596,1,2018,3138
1149600,1,2018,0
1149620,1,2018,328
1149655,1,2018,3600
1149680,1,2018,1627
1149683,1,2018,0
1149705,1,2018,6287
1149777,1,2018,0
1149783,1,2018,5854
1149793,1,2018,0
1149825,1,2018,4782
1149875,1,2018,-7976
1149895,1,2018,-4822
1149897,1,2018,0
1149901,1,2018,9285
1149947,1,2018,3138
1150015,1,2018,24674
1150018,2,2018,1573
1150018,1,2018,0
1150033,3,2018,2263
1150033,4,2018,6715
1150033,1,2018,0
1150081,1,2018,0
1150113,1,2018,0
1150118,1,2018,2088
1150136,2,2018,5517
1150136,1,2018,0
1150142,4,2018,622
1150142,1,2018,977
1150185,2,2018,1418
1150185,1,2018,-334
1150220,1,2018,0
1150240,1,2018,2837
1150247,1,2018,35134
1150258,3,2018,2263
1150258,1,2018,20010
1150371,1,2018,2544
1150384,2,2018,2263
1150384,1,2018,6842
1150389,1,2018,0
1150402,2,2018,13442
1150402,3,2018,1000
1150402,1,2018,6637
1150419,1,2018,21935
1150430,1,2018,13450
1150446,2,2018,6445
1150446,1,2018,10956
1150448,1,2018,0
1150452,3,2018,1294
1150452,1,2018,0
1150508,1,2018,-519
1150516,1,2018,70630
1150528,2,2018,4975
1150528,1,2018,68
1150533,2,2018,7667
1150533,1,2018,0
1150545,1,2018,0
1150560,1,2018,69347
1150561,1,2018,-680
1150584,1,2018,10102
1150646,1,2018,4526
1150660,1,2018,2088
1150667,1,2018,0
1150682,2,2018,0
1150682,1,2018,0
1150701,1,2018,2411
1150715,1,2018,16467
1150723,1,2018,11315
1150724,1,2018,4214
1150732,1,2018,0
1150930,1,2018,0
1150957,1,2018,0
1150980,3,2018,2788
1150980,1,2018,12950
1151046,1,2018,-519
1151068,1,2018,0
1151100,2,2018,4887
1151100,1,2018,10692
1151124,1,2018,-8003
1151138,1,2018,23377
1151158,1,2018,5663
1151246,1,2018,13100
1151265,1,2018,5237
1151318,1,2018,967
1151403,1,2018,6319
1151410,1,2018,688
1151417,1,2018,0
1151443,1,2018,11747
1151453,1,2018,4458
1151501,1,2018,8987
1151548,2,2018,2263
1151548,1,2018,0
1151583,1,2018,4166
1151613,1,2018,-3461
1151628,1,2018,5762
1151693,1,2018,2613
1151717,1,2018,0
1151734,1,2018,29835
1151759,1,2018,14510
1151760,1,2018,66490
1151781,1,2018,178
1151782,1,2018,44866
1151811,1,2018,798
1151831,1,2018,23035
1151846,2,2018,-114
1151846,1,2018,4275
1151854,1,2018,0
1151880,1,2018,-7647
1151883,1,2018,6783
1151915,1,2018,-160
1152072,1,2018,4897
1152105,1,2018,6637
1152155,1,2018,-5780
1152210,1,2018,4076
1152221,1,2018,0
1152286,1,2018,8767
1152313,1,2018,30510
1152317,1,2018,0
1152323,1,2018,0
1152340,1,2018,10409
1152356,1,2018,22060
1152372,1,2018,0
1152407,1,2018,26727
1152422,1,2018,2217
1152470,1,2018,57225
1152482,1,2018,6775
1152587,1,2018,0
1152705,2,2018,6637
1152705,1,2018,4887
1152729,4,2018,798
1152729,1,2018,5922
1152849,1,2018,0
1152868,1,2018,20681
1152886,1,2018,2897
1152926,1,2018,0
1152947,1,2018,35416
1153021,1,2018,82
1153032,1,2018,12366
1153034,1,2018,0
1153040,1,2018,0
1153056,1,2018,-5675
1153066,1,2018,-334
1153111,2,2018,30457
1153111,1,2018,3838
1153123,1,2018,1542
1153165,1,2018,-1048
1153170,1,2018,0
1153241,1,2018,3488
1153393,1,2018,2944
1153421,1,2018,0
1153464,1,2018,13685
1153491,1,2018,0
1153533,1,2018,16710
1153576,2,2018,68
1153576,3,2018,178
1153576,1,2018,68
1153659,3,2018,0
1153659,1,2018,5926
1153701,1,2018,30584
1153722,2,2018,0
1153722,1,2018,0
1153744,1,2018,0
1153752,1,2018,2212
1153794,1,2018,1418
1153868,1,2018,9174
1153918,1,2018,0
1153960,1,2018,18760
1153976,1,2018,0
1154020,1,2018,-9006
1154058,1,2018,0
1154063,1,2018,5764
1154114,1,2018,25510
1154135,1,2018,11460
1154159,1,2018,0
1154185,1,2018,4971
1154188,1,2018,0
1154195,1,2018,22492
1154259,1,2018,34291
1154265,1,2018,13717
1154296,1,2018,1108
1154333,1,2018,-229
1154339,1,2018,0
1154344,1,2018,1797
1154354,1,2018,0
1154362,2,2018,5762
1154362,1,2018,12617
1154365,1,2018,5237
1154406,1,2018,5961
1154416,1,2018,5966
1154421,1,2018,17260
1154435,1,2018,778
1154448,1,2018,12056
1154482,1,2018,0
1154489,1,2018,0
1154511,1,2018,0
1154530,1,2018,0
1154554,1,2018,0
1154564,1,2018,0
1154588,1,2018,18635
1154594,2,2018,-298
1154594,7,2018,-367
1154594,1,2018,2438
1154610,3,2018,0
1154610,1,2018,2350
1154611,1,2018,5937
1154661,1,2018,0
1154670,1,2018,62349
1154684,1,2018,225
1154704,1,2018,41804
1154771,3,2018,-99
1154771,1,2018,0
1154788,1,2018,8046
1154845,3,2018,-519
1154845,1,2018,18635
1154852,1,2018,-5522
1154893,1,2018,6637
1155003,1,2018,8489
1155015,1,2018,17716
1155043,1,2018,7193
1155047,1,2018,0
1155097,1,2018,119
1155098,2,2018,2438
1155098,1,2018,0
1155147,2,2018,2788
1155147,3,2018,3488
1155147,1,2018,6287
1155200,1,2018,0
1155212,1,2018,18532
1155254,1,2018,8604
1155262,3,2018,4187
1155262,1,2018,-4024
1155342,1,2018,18910
1155423,1,2018,0
1155438,1,2018,0
1155453,1,2018,11994
1155455,1,2018,6458
1155480,1,2018,0
1155507,1,2018,16817
1155510,1,2018,0
1155563,1,2018,18524
1155608,1,2018,3628
1155631,1,2018,0
1155640,1,2018,0
1155645,1,2018,3833
1155652,1,2018,0
1155658,1,2018,-8316
1155746,1,2018,7333
1155750,1,2018,-519
1155751,1,2018,0
1155779,1,2018,4172
1155794,1,2018,170910
1155809,1,2018,26535
1155822,1,2018,0
1156003,1,2018,6811
1156063,1,2018,9042
1156100,1,2018,2632
1156125,3,2018,4012
1156125,1,2018,12400
1156152,1,2018,0
1156160,3,2018,1418
1156160,1,2018,2767
1156197,2,2018,553
1156197,3,2018,0
1156197,1,2018,5062
1156206,3,2018,4887
1156206,1,2018,1597
1156211,1,2018,1913
1156235,1,2018,10142
1156277,1,2018,0
1156300,1,2018,1627
1156434,3,2018,333
1156434,1,2018,2527
1156448,1,2018,0
1156457,1,2018,1673
1156618,1,2018,-340
1156655,1,2018,597
1156716,1,2018,0
1156718,1,2018,2209
1156800,1,2018,178
1156820,2,2018,9317
1156820,1,2018,10967
1156835,1,2018,166722
1156868,1,2018,40329
1156967,3,2018,622
1156967,1,2018,-728
1156980,1,2018,-4806
1156987,1,2018,302
1157003,1,2018,68
1157006,2,2018,4887
1157006,1,2018,64156
1157190,1,2018,0
1157199,2,2018,1913
1157199,10,2018,4887
1157199,1,2018,0
1157206,2,2018,622
1157206,3,2018,1263
1157206,1,2018,5482
1157267,1,2018,30434
1157269,2,2018,-321
1157269,1,2018,-124
1157281,1,2018,-4052
1157305,4,2018,6637
1157305,1,2018,-3595
1157361,1,2018,51991
1157372,1,2018,11247
1157394,1,2018,22540
1157408,1,2018,0
1157415,1,2018,-191
1157490,2,2018,-198
1157490,1,2018,0
1157502,1,2018,0
1157523,1,2018,4887
1157528,1,2018,0
1157561,1,2018,0
1157576,1,2018,-3888
1157615,1,2018,0
1157631,1,2018,12407
1157634,1,2018,-4751
1157678,1,2018,-5844
1157737,1,2018,0
1157744,1,2018,0
1157750,1,2018,4025
1157765,1,2018,0
1157791,1,2018,4899
1157811,5,2018,-519
1157811,1,2018,13442
1157817,1,2018,518409
1157870,3,2018,13365
1157870,4,2018,3418
1157870,5,2018,0
1157870,1,2018,-4778
1157885,1,2018,0
1157886,1,2018,118276
1157888,1,2018,21110
1157963,1,2018,0
1157972,1,2018,0
1157973,1,2018,-7005
1158010,1,2018,9864
1158046,1,2018,1186
1158068,1,2018,0
1158083,1,2018,5226
1158140,1,2018,81050
1158204,1,2018,6567
1158205,1,2018,-6200
1158289,1,2018,-7714
1158304,1,2018,0
1158306,1,2018,24885
1158389,1,2018,0
1158434,1,2018,0
1158447,1,2018,81233
1158450,2,2018,504
1158450,4,2018,380
1158450,1,2018,0
1158474,1,2018,1651
1158500,1,2018,22060
1158541,1,2018,6637
1158596,1,2018,7326
1158599,1,2018,0
1158614,1,2018,9317
1158646,1,2018,18815
1158681,1,2018,7388
1158684,1,2018,-409
1158710,1,2018,1418
1158711,1,2018,-5212
1158738,1,2018,3833
1158740,1,2018,5051
1158742,1,2018,50089
1158758,1,2018,5587
1158772,1,2018,0
1158804,1,2018,7872
1158865,1,2018,0
1158868,1,2018,14593
1158897,1,2018,9592
1158970,1,2018,5401
1159048,1,2018,0
1159058,1,2018,0
1159273,1,2018,3138
1159293,1,2018,0
1159366,1,2018,12330
1159378,1,2018,8451
1159405,1,2018,4012
1159414,1,2018,21902
1159458,1,2018,1572
1159568,1,2018,8550
1159573,2,2018,11242
1159573,1,2018,10692
1159588,1,2018,5978
1159597,3,2018,0
1159597,1,2018,3476
1159610,1,2018,0
1159634,2,2018,5762
1159634,1,2018,7667
1159662,1,2018,4386
1159677,1,2018,7537
1159692,1,2018,9104
1159703,1,2018,392
1159705,2,2018,24
1159705,1,2018,3890
1159830,1,2018,6626
1159832,1,2018,0
1159839,1,2018,-6225
1159871,1,2018,15952
1159929,1,2018,-374
1159938,1,2018,20560
1159952,2,2018,3488
1159952,1,2018,1108
1159991,2,2018,17567
1159991,1,2018,616
1160040,1,2018,5576
1160055,1,2018,2032
1160164,1,2018,0
1160166,1,2018,31230
1160184,2,2018,6445
1160184,1,2018,0
1160224,1,2018,4722
1160233,1,2018,0
1160237,1,2018,7869
1160248,1,2018,6188
1160306,1,2018,39804
1160354,1,2018,0
1160368,1,2018,0
1160416,1,2018,111023
1160444,1,2018,0
1160493,1,2018,11000
1160501,1,2018,15502
1160509,1,2018,-812
1160512,2,2018,-390
1160512,1,2018,275
1160523,1,2018,20486
1160580,1,2018,7032
1160617,1,2018,5401
1160785,1,2018,0
1160806,1,2018,16192
1160868,1,2018,110878
1160915,1,2018,0
1160916,3,2018,-229
1160916,1,2018,9104
1160939,1,2018,18760
1160956,1,2018,0
1160993,1,2018,35334
1161115,1,2018,0
1161167,1,2018,-225
1161174,1,2018,13717
1161276,1,2018,0
1161296,1,2018,0
1161316,1,2018,-7976
1161336,2,2018,5762
1161336,1,2018,2073
1161350,1,2018,741
1161424,1,2018,14267
1161437,1,2018,2718
1161513,1,2018,2088
1161521,1,2018,5850
1161689,1,2018,0
1161696,1,2018,-45
1161717,1,2018,0
1161747,1,2018,4730
1161774,1,2018,3528
1161851,1,2018,123
1161961,1,2018,123613
1161991,1,2018,0
1162009,1,2018,16672
1162040,1,2018,22017
1162048,1,2018,3663
1162123,1,2018,-4454
1162131,1,2018,29884
1162192,1,2018,0
1162210,1,2018,13
1162214,1,2018,151
1162237,1,2018,0
1162240,5,2018,2263
1162240,1,2018,1952
1162266,1,2018,0
1162419,1,2018,44689
1162422,2,2018,4537
1162422,1,2018,4537
1162514,1,2018,-379
1162547,1,2018,0
1162572,6,2018,-334
1162572,1,2018,-7100
1162576,1,2018,131
1162646,1,2018,-459
1162682,2,2018,798
1162682,3,2018,13
1162682,1,2018,1573
1162765,1,2018,0
1162783,3,2018,3138
1162783,1,2018,5047
1162928,1,2018,295490
1162935,1,2018,4366
1162954,1,2018,670
1162995,1,2018,-405
1163019,1,2018,0
1163078,1,2018,0
1163129,1,2018,1907
1163189,2,2018,2700
1163189,1,2018,2088
1163214,1,2018,0
1163228,1,2018,10125
1163256,1,2018,-1585
1163279,1,2018,2837
1163284,3,2018,3838
1163284,1,2018,3838
1163298,1,2018,-172
1163445,1,2018,6848
1163563,1,2018,-8433
1163576,1,2018,3676
1163619,2,2018,4887
1163619,1,2018,0
1163657,1,2018,11175
1163661,3,2018,3313
1163661,1,2018,0
1163677,1,2018,0
1163687,1,2018,12183
1163700,1,2018,-4043
1163706,1,2018,7398
1163720,2,2018,3488
1163720,1,2018,12067
1163739,1,2018,954
1163786,1,2018,-6382
1163824,1,2018,20132
1163872,3,2018,0
1163872,1,2018,115109
1163916,1,2018,26934
1163936,3,2018,14828
1163936,1,2018,0
1163944,1,2018,5041
1163946,1,2018,46654
1163954,1,2018,1700
1164028,1,2018,23447
1164070,1,2018,0
1164077,1,2018,5045
1164095,1,2018,16023
1164154,1,2018,25662
1164210,1,2018,5926
1164263,1,2018,0
1164277,4,2018,4537
1164277,1,2018,0
1164334,1,2018,0
1164342,1,2018,-5503
1164348,1,2018,307
1164380,1,2018,-5483
1164434,1,2018,5397
1164435,1,2018,31904
1164485,1,2018,622
1164526,1,2018,5
1164555,1,2018,11229
1164568,1,2018,-6850
1164591,3,2018,3645
1164591,1,2018,0
1164595,2,2018,6637
1164595,3,2018,6637
1164595,1,2018,0
1164600,1,2018,17920
1164627,1,2018,31560
1164691,1,2018,1896
1164741,1,2018,-71
1164749,4,2018,159
1164749,1,2018,3813
1164771,1,2018,108257
1164800,1,2018,107
1164811,1,2018,28810
1164825,1,2018,22760
1164826,1,2018,0
1164962,1,2018,223900
1165009,1,2018,-386
1165052,1,2018,0
1165081,1,2018,-60
1165097,1,2018,0
1165135,2,2018,-71
1165135,1,2018,1116
1165176,1,2018,6112
1165218,1,2018,8200
1165234,2,2018,-275
1165234,1,2018,1263
1165269,1,2018,0
1165339,1,2018,4012
1165350,1,2018,76843
1165376,1,2018,-9645
1165415,1,2018,3528
1165432,1,2018,0
1165455,2,2018,3138
1165455,1,2018,0
1165489,1,2018,10772
1165493,1,2018,10967
1165503,1,2018,-9686
1165532,1,2018,33737
1165564,1,2018,12067
1165568,1,2018,13497
1165627,1,2018,-306
1165662,3,2018,2963
1165662,1,2018,-4861
1165777,1,2018,0
1165835,1,2018,18635
1165839,1,2018,0
1165880,1,2018,11525
1165973,1,2018,13520
1166028,2,2018,1573
1166028,3,2018,1108
1166028,4,2018,1108
1166028,5,2018,1418
1166028,1,2018,2788
1166040,1,2018,0
1166053,1,2018,10417
1166088,1,2018,0
1166136,3,2018,-519
1166136,4,2018,4187
1166136,1,2018,0
1166138,1,2018,0
1166168,1,2018,13275
1166172,1,2018,0
1166238,1,2018,0
1166246,1,2018,0
1166251,3,2018,1542
1166251,4,2018,68
1166251,1,2018,-4282
1166256,4,2018,1913
1166256,1,2018,-7116
1166273,1,2018,-1001
1166329,3,2018,-71
1166329,1,2018,0
1166483,1,2018,21224
1166506,1,2018,22245
1166572,1,2018,0
